# Version: 395a026bc9 p-2023.9-push-64
# Command Line: C:\Program Files\Coverity\Coverity Static Analysis\bin\cov-analyze --dir C:\Users\hu4abis\Desktop\SimplyVulnerable-Hard\idir --strip-path C:\Users\hu4abis\Desktop\SimplyVulnerable-Hard --all --webapp-security --webapp-security-aggressiveness-level high
timer                                                                                     ms      calls
  __JSONWEBTOKEN_UNTRUSTED_DECODE_CODEXM_GO                                                0          1
  MISSING_PASSWORD_VALIDATOR                                                               0          1
  __OAUTH2_MISCONFIGURATION_CODEXM_GO                                                      0          1
  __SECURE_TEMP_CODEXM_PYTHON                                                              0          1
  __SOCKET_ACCEPT_ALL_ORIGINS_CODEXM_GO                                                    0          1
  STATIC_API_KEY                                                                           0          1
  SUPPRESSED_ERROR                                                                         0          1
  __UNSAFE_BASIC_AUTH_CODEXM_GO                                                            0          1
  __UNSAFE_FUNCTIONALITY_GO                                                                0          1
  __CONFIG.UNSAFE_SESSION_TIMEOUT_CODEXM_GO                                                0          1
  __UNSAFE_XML_PARSE_CONFIG_CODEXM_CS                                                      0          1
  __UNSAFE_XML_PARSE_CONFIG_CODEXM_PYTHON                                                  0          1
  __WEAK_PASSWORD_HASH_CODEXM_PYTHON                                                       0          1
  CUDA.COLLECTIVE_WARP_SHUFFLE_WIDTH                                                       0          1
  CUDA.CUDEVICE_HANDLES                                                                    0          1
  CUDA.DEVICE_DEPENDENT                                                                    0          1
  CUDA.DEVICE_DEPENDENT_CALLBACKS                                                          0          1
  CUDA.ERROR_INTERFACE                                                                     0          1
  CUDA.ERROR_KERNEL_LAUNCH                                                                 0          1
  CUDA.FORK                                                                                0          1
  CUDA.INITIATION_OBJECT_DEVICE_THREAD_BLOCK                                               0          1
  CUDA.SYNCHRONIZE_CALLBACKS                                                               0          1
  CUDA.SYNCHRONIZE_TERMINATION                                                             0          1
  COPY_INSTEAD_OF_MOVE                                                                     0          1
  INEFFICIENT_RESERVE                                                                      0          1
  WRITE_CONST_FIELD                                                                        0          1
  Y2K38_SAFETY                                                                             0          1
  CUDA.SPECIFIERS_INCONSISTENCY                                                            0          1
  __BAD_CERT_VERIFICATION_BRAKEMAN                                                         0          1
  DENY_LIST_FOR_AUTHN                                                                      0          1
  COOKIE_SERIALIZER_CONFIG                                                                 0          1
  __CSRF_BRAKEMAN                                                                          0          1
  __DIVIDE_BY_ZERO_BRAKEMAN                                                                0          1
  DYNAMIC_OBJECT_ATTRIBUTES                                                                0          1
  __HARDCODED_CREDENTIALS_BRAKEMAN                                                         0          1
  __OPEN_REDIRECT_BRAKEMAN                                                                 0          1
  __OS_CMD_INJECTION_BRAKEMAN                                                              0          1
  __PATH_MANIPULATION_BRAKEMAN                                                             0          1
  RAILS_DEFAULT_ROUTES                                                                     0          1
  RAILS_DEVISE_CONFIG                                                                      0          1
  RAILS_MISSING_FILTER_ACTION                                                              0          1
  __REGEX_INJECTION_BRAKEMAN                                                               0          1
  REGEX_MISSING_ANCHOR                                                                     0          1
  __RESOURCE_LEAK_BRAKEMAN                                                                 0          1
  __REVERSE_TABNABBING_BRAKEMAN                                                            0          1
  RUBY_VULNERABLE_LIBRARY                                                                  0          1
  __SCRIPT_CODE_INJECTION_BRAKEMAN                                                         0          1
  __SENSITIVE_DATA_LEAK_BRAKEMAN                                                           0          1
  SESSION_MANIPULATION                                                                     0          1
  __SQLI_BRAKEMAN                                                                          0          1
  STRICT_TRANSPORT_SECURITY                                                                0          1
  __TEMPLATE_INJECTION_BRAKEMAN                                                            0          1
  __UNSAFE_BASIC_AUTH_BRAKEMAN                                                             0          1
  __UNSAFE_DESERIALIZATION_BRAKEMAN                                                        0          1
  __UNSAFE_REFLECTION_BRAKEMAN                                                             0          1
  UNSAFE_SESSION_SETTING                                                                   0          1
  __WEAK_PASSWORD_HASH_BRAKEMAN                                                            0          1
  __XSS_BRAKEMAN                                                                           0          1
  END_OF_LIFE_RAILS                                                                        0          1
  END_OF_LIFE_RUBY                                                                         0          1
  PW.*                                                                                     0          1
  __PARSE_ERROR                                                                            0          1
  ANONYMOUS_DB_CONNECTION                                                                  0          1
  SOCKET_ACCEPT_ALL_ORIGINS                                                                0          1
  SECURE_TEMP                                                                              0          1
  INSECURE_NETWORK_BIND                                                                    0          1
  INSECURE_COMMUNICATION                                                                   0          1
  BAD_CERT_VERIFICATION                                                                    0          1
  WEAK_PASSWORD_HASH                                                                       0          1
  HARDCODED_CREDENTIALS                                                                    0          1
  WEAK_GUARD                                                                               0          1
  XSS                                                                                      0          1
  SQLI                                                                                     0          1
  PATH_MANIPULATION                                                                        0          1
  OPEN_REDIRECT                                                                            0          1
  OS_CMD_INJECTION                                                                         0          1
  UNENCRYPTED_SENSITIVE_DATA                                                               0          1
  COOKIE_INJECTION                                                                         0          1
  HEADER_INJECTION                                                                         0          1
  REGEX_INJECTION                                                                          0          1
  NOSQL_QUERY_INJECTION                                                                    0          1
  SCRIPT_CODE_INJECTION                                                                    0          1
  SENSITIVE_DATA_LEAK                                                                      0          1
  INSECURE_COOKIE                                                                          0          1
  CONFIG.COOKIE_SIGNING_DISABLED                                                           0          1
  RISKY_CRYPTO                                                                             0          1
  TAINT_ASSERT                                                                             0          1
  UNRESTRICTED_ACCESS_TO_FILE                                                              0          1
  TEMPLATE_INJECTION                                                                       0          1
  MISSING_AUTHZ                                                                            0          1
  UNSAFE_DESERIALIZATION                                                                   0          1
  UNSAFE_REFLECTION                                                                        0          1
  INSECURE_RANDOM                                                                          0          1
  INSECURE_SALT                                                                            0          1
  XPATH_INJECTION                                                                          0          1
  URL_MANIPULATION                                                                         0          1
  INSUFFICIENT_LOGGING                                                                     0          1
  XML_EXTERNAL_ENTITY                                                                      0          1
  TAINTED_ENVIRONMENT_WITH_EXECUTION                                                       0          1
  PARSE_ERROR                                                                              0          1
  MOBILE_ID_MISUSE                                                                         0          1
  REVERSE_TABNABBING                                                                       0          1
  CONFIG.UNSAFE_SESSION_TIMEOUT                                                            0          1
  CORS_MISCONFIGURATION                                                                    0          1
  CORS_MISCONFIGURATION_AUDIT                                                              0          1
  CONFIG.ENABLED_DEBUG_MODE                                                                0          1
  JSONWEBTOKEN_UNTRUSTED_DECODE                                                            0          1
  UNSAFE_JNI                                                                               0          1
  UNSAFE_BASIC_AUTH                                                                        0          1
  EXPOSED_DIRECTORY_LISTING                                                                0          1
  OAUTH2_MISCONFIGURATION                                                                  0          1
  UNSAFE_FUNCTIONALITY                                                                     0          1
  UNSAFE_XML_PARSE_CONFIG                                                                  0          1
  sequential initialization                                                             6625          1
    Looking for translation units                                                         16          1
    Computing links for translation units                                               2454          1
    xfer symbol cache                                                                    718          1
    Deduplication                                                                         16          1
    Computing virtual overrides for structural subtyping                                   0          1
    Computing virtual overrides                                                           31          1
    Framework Analyzer                                                                  1641          1
    computing RTA                                                                         93          1
    directive resolution pre-pass: master                                                141          2
    Computing callgraph                                                                  125          1
    Topologically sorting functions                                                        0          1
    startCalcXrefs                                                                        32          1
    (left over)                                                                         1358
  run_sigma                                                                            11219          1
  Computing node costs                                                                     0          1
  Analysis run                                                                         14828          1
    ANGULAR_SCE_DISABLED                                                                   0          2
    BAD_CERT_VERIFICATION                                                                  0          2
    CODEXM                                                                                 0          2
    CONFIG.ENABLED_DEBUG_MODE                                                              0          2
    CONFIG.UNSAFE_SESSION_TIMEOUT                                                          0          2
    COOKIE_INJECTION                                                                       0          2
    CORS_MISCONFIGURATION                                                                  0          2
    HARDCODED_CREDENTIALS                                                                  0          2
    HEADER_INJECTION                                                                       0          2
    INSECURE_COMMUNICATION                                                                 0          2
    INSECURE_RANDOM                                                                        0          2
    INSECURE_SALT                                                                          0          2
    INSUFFICIENT_LOGGING                                                                   0          2
    MISSING_AUTHZ                                                                          0          2
    NOSQL_QUERY_INJECTION                                                                  0          2
    OPEN_REDIRECT                                                                          0          2
    OS_CMD_INJECTION                                                                       0          2
    PATH_MANIPULATION                                                                      0          2
    REGEX_INJECTION                                                                        0          2
    RISKY_CRYPTO                                                                           0          2
    SCRIPT_CODE_INJECTION                                                                  0          2
    SENSITIVE_DATA_LEAK                                                                    0          2
    SQLI                                                                                   0          2
    TAINTED_ENVIRONMENT_WITH_EXECUTION                                                     0          2
    TAINT_ASSERT                                                                           0          2
    TEMPLATE_INJECTION                                                                     0          2
    UNENCRYPTED_SENSITIVE_DATA                                                             0          2
    UNLESS_CASE_SENSITIVE_ROUTE_MATCHING                                                   0          2
    UNSAFE_DESERIALIZATION                                                                 0          2
    UNSAFE_XML_PARSE_CONFIG                                                                0          2
    URL_MANIPULATION                                                                       0          2
    WEAK_PASSWORD_HASH                                                                     0          2
    XML_EXTERNAL_ENTITY                                                                    0          2
    XPATH_INJECTION                                                                        0          2
    XSS                                                                                    0          2
    __BAD_CERT_VERIFICATION_CODEXM_JS                                                      0          2
    __CORS_MISCONFIGURATION_CODEXM_CS                                                      0          4
    __HARDCODED_CREDENTIALS_URL                                                            0          2
    __INSECURE_COMMUNICATION_CODEXM_CS                                                     0          2
    __UNSAFE_XML_PARSE_CONFIG_CODEXM_CS                                                    0          2
    BAD_EQ_STAT                                                                            0          2
    BAD_LOCK_OBJECT_LOCK_SOURCE_STAT                                                       0          2
    CALL_SUPER_STAT                                                                        0          2
    CHECKED_RETURN_STAT                                                                    0          2
    CODEXM_FUNCTIONS_STAT_PASS                                                             0          2
    IDENTIFIER_TYPO_STAT                                                                   0          2
    NON_STATIC_GUARDING_STATIC_STAT                                                        0          2
    VOLATILE_ATOMICITY_STAT                                                                0          2
    loadFromEmit                                                                        2752       1823
      CODEXM_FUNCTIONS_STAT_PASS                                                           0         50
      DATAFLOW_CALLGRAPH_CHECKER                                                           0          8
      RELAX_ALLOC                                                                          0        609
      RELAX_NULL_RETURN                                                                    0        408
      BUDA_DIRECTIVES_TYPE_INFERENCE_CHECKER                                               0          1
      NULL_RETURNS                                                                         0         50
      CODEXM_FUNCTIONS_CHECKER_PASS_BEFORE_TUS                                             0         50
      BAD_CHECK_OF_WAIT_COND                                                               0         48
      BAD_LOCK_OBJECT                                                                      0         48
      GUARDED_BY_VIOLATION                                                                 0         48
      LOCK_EVASION                                                                         0         48
      OVERFLOW_BEFORE_WIDEN                                                                0         48
      PROPERTY_MIXUP                                                                       0          2
      DERIVE_EL_BEAN_RW                                                                    0        609
      __HARDCODED_CREDENTIALS_BUDA_DYNAMICS                                                0          1
      __OPEN_REDIRECT_BUDA_DYNAMICS                                                        0          1
      UNRESTRICTED_MESSAGE_TARGET                                                          0          1
      MISSING_IFRAME_SANDBOX                                                               0          1
      __CSRF_BUDA                                                                          0          1
      __INSECURE_RANDOM_BUDA_DYNAMICS                                                      0          1
      __INSUFFICIENT_LOGGING_BUDA_DYNAMICS                                                 0          1
      __XML_EXTERNAL_ENTITY_BUDA_DYNAMICS                                                  0          1
      __REGEX_INJECTION_BUDA                                                               0          1
      __HEADER_INJECTION_JS                                                                0          1
      __COOKIE_INJECTION_BUDA_JS                                                           0          1
      __PATH_MANIPULATION_BUDA_JS                                                          0          1
      __OS_CMD_INJECTION_BUDA.TANDEM                                                       0          1
      __SCRIPT_CODE_INJECTION_BUDA_JS                                                      0          1
      __NOSQL_QUERY_INJECTION_BUDA.TANDEM                                                  0          1
      DOM_XSS                                                                              0          1
      LOCALSTORAGE_MANIPULATION                                                            0          1
      SESSIONSTORAGE_MANIPULATION                                                          0          1
      __URL_MANIPULATION_BUDA_DYNAMICS_JS                                                  0          1
      __TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                            0          1
      CSS_INJECTION                                                                        0          1
      __XSS_BUDA.TANDEM                                                                    0          1
      ANGULAR_EXPRESSION_INJECTION                                                         0          1
      __UNSAFE_DESERIALIZATION_BUDA.TANDEM                                                 0          1
      __TEMPLATE_INJECTION_BUDA_JS                                                         0          1
      CODEXM_BUDA_CHECKER                                                                  0          3
      UNCHECKED_ORIGIN                                                                     0          1
      __SQLI_BUDA_DYNAMICS                                                                 0          1
      __SENSITIVE_DATA_LEAK_BUDA_DYNAMICS                                                  0          1
      __RISKY_CRYPTO_BUDA                                                                  0          1
      __INSECURE_SALT_BUDA                                                                 0          1
      __MISSING_AUTHZ_BUDA_STATS                                                           0          1
      DATAFLOW_PREPASS_RESOLUTION_CHECKER                                                  0        198
      BUILD_STRING_GRAPH                                                                   0        594
      CSRF_STAT                                                                            0        198
      __MISSING_AUTHZ_BUDA                                                                 0          3
      __HEADER_INJECTION_STATICS                                                           0        198
      LDAP_INJECTION                                                                       0        198
      __NOSQL_QUERY_INJECTION_STATICS                                                      0        198
      __REGEX_INJECTION_STATICS                                                            0        198
      __SCRIPT_CODE_INJECTION_STATICS                                                      0        198
      UNKNOWN_LANGUAGE_INJECTION                                                           0        198
      UNRESTRICTED_DISPATCH                                                                0        198
      __UNSAFE_DESERIALIZATION_STATICS                                                     0        198
      UNSAFE_NAMED_QUERY                                                                   0        198
      __XPATH_INJECTION_STATICS                                                            0        198
      __WEAK_PASSWORD_HASH_BUDA_STATICS                                                    0        198
      __HARDCODED_CREDENTIALS_BUDA_STATICS_NO_CALLGRAPH                                    0        198
      __XML_EXTERNAL_ENTITY_BUDA_JAVA_DOTNET                                               0        198
      __INSECURE_RANDOM_BUDA_STATICS                                                       0        198
      __OPEN_REDIRECT_BUDA_STATICS                                                         0        198
      __OS_CMD_INJECTION_BUDA_STATICS_TANDEM                                               0        198
      __PATH_MANIPULATION_BUDA_STATICS                                                     0        198
      __SENSITIVE_DATA_LEAK_BUDA_STATICS                                                   0        198
      __SQLI_BUDA_STATICS                                                                  0        198
      __TAINT_ASSERT_BUDA_STATICS                                                          0        198
      __UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS_NO_CALLGRAPH                               0        198
      __MISSING_AUTHZ_JAVA_CSHARP                                                         15        609
      __CSRF_JAVA_CSHARP                                                                   0         48
    DATAFLOW_CALLGRAPH_CHECKER                                                          1437         10
    DERIVE_DYNAMIC_MAP_RW_MODELS                                                           0          2
    DUMMY_DERIVER_SECURITY                                                                 0          2
    IFACE_TRACKER                                                                          0          6
    LOCK_FINDER_BOTTOMUP                                                                  15        172
    RELAX_ALLOC                                                                            0          2
    RELAX_ASPNET_MVC_VERSION_HEADER                                                        0          2
    RELAX_AUTHZ                                                                            0          2
    RELAX_BENIGN_CLOSURE                                                                   0          2
    RELAX_CHECKED_RETURN                                                                   0          2
    RELAX_CLOSE_RESOURCE                                                                   0          2
    RELAX_CRYPTO_PRIMITIVES                                                                0          2
    RELAX_CSRF                                                                             0          2
    RELAX_DATAFLOW_PRIMITIVES                                                              0          2
    RELAX_DEREF_ARGS                                                                       0          2
    RELAX_DIVISOR                                                                          0          2
    RELAX_GETLOCK                                                                          0          2
    RELAX_INSECURE_COMMUNICATION                                                           0          2
    RELAX_JAVASCRIPT_OPTIONAL_CONSTRUCTOR                                                  0          2
    RELAX_LOCK_STATE                                                                       0          2
    RELAX_NOTHING                                                                          0          2
    RELAX_NULL_RETURN                                                                      0          2
    RELAX_PARAM_NAMES                                                                      0          2
    RELAX_SIDE_EFFECT_FREE                                                                 0          2
    RELAX_UNLOCKED_WRITE                                                                   0          2
    RELAX_ZERO_RETURN                                                                      0          2
    BUDA_DIRECTIVES_TYPE_INFERENCE_CHECKER                                                 0          3
    LOCK_FINDER_TOPDOWN                                                                    0          2
    ASPNET_MVC_VERSION_HEADER                                                              0          2
    BAD_CHECK_OF_WAIT_COND                                                                 0          2
    BAD_EQ_TYPES                                                                           0          2
    BAD_LOCK_OBJECT                                                                        0          2
    BAD_SHIFT                                                                              0          2
    CODEXM_FUNCTIONS_CHECKER_PASS_BEFORE_TUS                                               0          2
    CONSTANT_EXPRESSION_RESULT                                                             0          2
    COPY_PASTE_ERROR                                                                       0          2
    DEADCODE                                                                               0          2
    DIVIDE_BY_ZERO                                                                         0          2
    EXTRACT_XREF_SUMMARY                                                                  15          3
      finishCalcXrefs                                                                      0          1
    FORWARD_NULL                                                                           0          2
    FUNCTION_METRICS                                                                      16         27
    GUARDED_BY_VIOLATION                                                                   0          2
    IDENTICAL_BRANCHES                                                                     0          2
    INFINITE_LOOP                                                                          0          2
    LOCK_EVASION                                                                           0          2
    MISSING_BREAK                                                                          0          2
    MISSING_RESTORE                                                                        0          2
    MISSING_THROW                                                                          0          2
    NESTING_INDENT_MISMATCH                                                                0          2
    NO_EFFECT                                                                              0          2
    NULL_RETURNS                                                                           0          2
    OVERFLOW_BEFORE_WIDEN                                                                  0          2
    PROPERTY_MIXUP                                                                         0          2
    RESOURCE_LEAK                                                                          0          2
    REVERSE_INULL                                                                          0          2
    STRAY_SEMICOLON                                                                        0          2
    STRING_GRAPH_CRYPTO                                                                    0          2
    SWAPPED_ARGUMENTS                                                                      0          2
    UNEXPECTED_CONTROL_FLOW                                                                0          2
    UNINTENDED_GLOBAL                                                                      0          2
    UNINTENDED_INTEGER_DIVISION                                                            0          2
    UNLOGGED_SECURITY_EXCEPTION                                                            0          2
    UNREACHABLE                                                                            0          2
    UNUSED_VALUE                                                                           0          2
    USELESS_CALL                                                                           0          2
    __INSECURE_COMMUNICATION_ABSTRACT_INTERPRETATION                                       0          2
    __RISKY_CRYPTO_ABSTRACT_INTERPRETATION                                                 0          2
    CODEXM_TEXT_STAT_PASS                                                                 15         25
      CONFIG.ANDROID_GRADLE_OBFUSCATION_NOT_ENABLED                                        0         23
      CONFIG.BEEGO_CSRF_PROTECTION_DISABLED                                                0         23
      CONFIG.COOKIE_SIGNING_DISABLED                                                       0         23
      CORS_MISCONFIGURATION_AUDIT                                                          0         23
      CORS_MISCONFIGURATION                                                               15         23
      EXPOSED_DIRECTORY_LISTING                                                            0         23
      INSECURE_COMMUNICATION                                                               0         23
      INSECURE_COOKIE                                                                      0         69
      INSECURE_NETWORK_BIND                                                                0         23
      CONFIG.UNSAFE_SESSION_TIMEOUT                                                        0         23
    CONFIG.ASPNET_VERSION_HEADER                                                           0          2
    CONFIG.ASP_VIEWSTATE_MAC                                                               0          2
    CONFIG.CONNECTION_STRING_PASSWORD                                                      0          2
    CONFIG.COOKIES_MISSING_HTTPONLY                                                        0          2
    CONFIG.DEAD_AUTHORIZATION_RULE                                                         0          2
    CONFIG.DYNAMIC_DATA_HTML_COMMENT                                                       0         11
    CONFIG.ENABLED_TRACE_MODE                                                              0          2
    CONFIG.HANA_XS_PREVENT_XSRF_DISABLED                                                   0          2
    CONFIG.MISSING_CUSTOM_ERROR_PAGE                                                       0          2
    __CONFIG.ENABLED_DEBUG_MODE_DOTNET                                                     0          2
    __CONFIG.UNSAFE_SESSION_TIMEOUT_JAVA                                                   0          2
    BUILD_SINK_TYPE_GRAPH                                                                  0        205
    DERIVE_DYNAMIC_MAP_RW_ACCESSES                                                         0          8
    DERIVE_EL_BEAN_RW                                                                      0        205
    RAZOR_SECTIONS                                                                         0          2
    RELAX_CSRF_FILTERS                                                                     0          2
    WEBFORMS_DOM                                                                           0          2
    CODEXM_BUDA_CHECKER                                                                   15          3
    UNCHECKED_ORIGIN                                                                      32          3
    __INSECURE_SALT_BUDA                                                                  15          3
    __MISSING_AUTHZ_BUDA_STATS                                                            16          3
    __RISKY_CRYPTO_BUDA                                                                   15          3
    __SENSITIVE_DATA_LEAK_BUDA_DYNAMICS                                                   16          3
    __SQLI_BUDA_DYNAMICS                                                                  16          3
    MISSING_IFRAME_SANDBOX                                                                 0          3
    UNRESTRICTED_MESSAGE_TARGET                                                            0          3
    __CSRF_BUDA                                                                            0          3
    __HARDCODED_CREDENTIALS_BUDA_DYNAMICS                                                  0          3
    __INSECURE_RANDOM_BUDA_DYNAMICS                                                        0          3
    __INSUFFICIENT_LOGGING_BUDA_DYNAMICS                                                   0          3
    __OPEN_REDIRECT_BUDA_DYNAMICS                                                          0          3
    __XML_EXTERNAL_ENTITY_BUDA_DYNAMICS                                                    0          3
    ANGULAR_EXPRESSION_INJECTION                                                           0          3
    CSS_INJECTION                                                                          0          3
    DOM_XSS                                                                                0          3
    LOCALSTORAGE_MANIPULATION                                                              0          3
    SESSIONSTORAGE_MANIPULATION                                                            0          3
    TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_DYNAMICS_1                                    313          2
      __REGEX_INJECTION_BUDA                                                              16          2
      __HEADER_INJECTION_JS                                                               16          2
      __COOKIE_INJECTION_BUDA_JS                                                          15          2
      __PATH_MANIPULATION_BUDA_JS                                                         16          2
      __OS_CMD_INJECTION_BUDA.TANDEM                                                      31          2
      __SCRIPT_CODE_INJECTION_BUDA_JS                                                     16          2
      __NOSQL_QUERY_INJECTION_BUDA.TANDEM                                                 15          2
      DOM_XSS                                                                             16          2
      LOCALSTORAGE_MANIPULATION                                                           16          2
      SESSIONSTORAGE_MANIPULATION                                                         15          2
      __URL_MANIPULATION_BUDA_DYNAMICS_JS                                                 31          2
      __TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                           16          2
      CSS_INJECTION                                                                       16          2
      __XSS_BUDA.TANDEM                                                                   15          2
      ANGULAR_EXPRESSION_INJECTION                                                        16          2
      __UNSAFE_DESERIALIZATION_BUDA.TANDEM                                                31          2
      __TEMPLATE_INJECTION_BUDA_JS                                                        16          2
      (left over)                                                                          0
    __COOKIE_INJECTION_BUDA_JS                                                             0          3
    __HEADER_INJECTION_JS                                                                  0          3
    __NOSQL_QUERY_INJECTION_BUDA.TANDEM                                                    0          3
    __OS_CMD_INJECTION_BUDA.TANDEM                                                         0          3
    __PATH_MANIPULATION_BUDA_JS                                                            0          3
    __REGEX_INJECTION_BUDA                                                                 0          3
    __SCRIPT_CODE_INJECTION_BUDA_JS                                                        0          3
    __TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA                                              0          3
    __TEMPLATE_INJECTION_BUDA_JS                                                           0          3
    __UNSAFE_DESERIALIZATION_BUDA.TANDEM                                                   0          3
    __URL_MANIPULATION_BUDA_DYNAMICS_JS                                                    0          3
    __XSS_BUDA.TANDEM                                                                      0          3
    DATAFLOW_PREPASS_RESOLUTION_CHECKER                                                  469        200
    AUTHZ_STAT                                                                             0          2
    BUILD_STRING_GRAPH                                                                  3813        200
    CSRF_STAT                                                                              0          2
    __MISSING_AUTHZ_BUDA                                                                  31          3
    LDAP_INJECTION                                                                        15        200
    TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_STATICS                                       593          2
      EL_INJECTION                                                                        15          2
      __HEADER_INJECTION_STATICS                                                          16          2
      JAVA_CODE_INJECTION                                                                 15          2
      JCR_INJECTION                                                                       32          2
      JSP_DYNAMIC_INCLUDE                                                                 15          2
      JSP_SQL_INJECTION                                                                   16          2
      LDAP_INJECTION                                                                      16          2
      __NOSQL_QUERY_INJECTION_STATICS                                                     15          2
      OGNL_INJECTION                                                                      31          2
      __REGEX_INJECTION_STATICS                                                           16          2
      __SCRIPT_CODE_INJECTION_STATICS                                                     16          2
      SESSION_FIXATION                                                                    15          2
      TRUST_BOUNDARY_VIOLATION                                                            16          2
      UNKNOWN_LANGUAGE_INJECTION                                                          16          2
      UNRESTRICTED_DISPATCH                                                               31          2
      __UNSAFE_DESERIALIZATION_STATICS                                                    15          2
      __UNSAFE_JNI_STATICS                                                                16          2
      UNSAFE_NAMED_QUERY                                                                  16          2
      __XPATH_INJECTION_STATICS                                                           15          2
      __XPATH_INJECTION_STATICS_JAVA                                                      32          2
      __UNSAFE_REFLECTION_STATICS                                                         15          2
      __TAINTED_ENVIRONMENT_WITH_EXECUTION_STATICS                                        16          2
      __HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2                                  31          2
      __UNSAFE_JNI_BUDA_STATICS_NO_BUDA_CALLGRAPH                                         16          2
      __XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2                                   15          2
      __REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                                    32          2
      __INSECURE_RANDOM_BUDA_STATICS                                                      15          2
      __OS_CMD_INJECTION_BUDA_STATICS_TANDEM                                              16          2
      __TAINT_ASSERT_BUDA_STATICS                                                         15          2
      __URL_MANIPULATION_BUDA_STATICS                                                     16          2
      UNRESTRICTED_ACCESS_TO_FILE_BUDA_STATICS                                            31          2
      (left over)                                                                          0
    UNKNOWN_LANGUAGE_INJECTION                                                             0        200
    UNRESTRICTED_DISPATCH                                                                  0        200
    UNSAFE_NAMED_QUERY                                                                     0        200
    __HARDCODED_CREDENTIALS_BUDA_STATICS_NO_CALLGRAPH                                     16        200
    __HEADER_INJECTION_STATICS                                                             0        200
    __INSECURE_RANDOM_BUDA_STATICS                                                         0        200
    __NOSQL_QUERY_INJECTION_STATICS                                                        0        200
    __OPEN_REDIRECT_BUDA_STATICS                                                          16        200
    __OS_CMD_INJECTION_BUDA_STATICS_TANDEM                                                15        200
    __PATH_MANIPULATION_BUDA_STATICS                                                      15        200
    __REGEX_INJECTION_STATICS                                                              0        200
    __SCRIPT_CODE_INJECTION_STATICS                                                        0        200
    __SENSITIVE_DATA_LEAK_BUDA_STATICS                                                    32        200
    __SQLI_BUDA_STATICS                                                                   15        200
    __TAINT_ASSERT_BUDA_STATICS                                                            0        200
    __UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS_NO_CALLGRAPH                                32        200
    __UNSAFE_DESERIALIZATION_STATICS                                                       0        200
    __WEAK_PASSWORD_HASH_BUDA_STATICS                                                     15        200
    __XML_EXTERNAL_ENTITY_BUDA_JAVA_DOTNET                                                16        200
    __XPATH_INJECTION_STATICS                                                              0        200
    __CSRF_JAVA_CSHARP                                                                     0          2
    __XSS_STRING_GRAPH                                                                   375          2
    __MISSING_AUTHZ_JAVA_CSHARP                                                            0          2
    __CSRF_JAVA_CSHARP_pass1                                                              16         24
    LDAP_INJECTION_WORMHOLING                                                              0          2
    TANDEM_DATAFLOW_CHECKER_INFRASTRUCTURE_STATICS_WORMHOLING                            594          2
      EL_INJECTION_WORMHOLING                                                             16          2
      __HEADER_INJECTION_STATICS_WORMHOLING                                               15          2
      JAVA_CODE_INJECTION_WORMHOLING                                                      16          2
      JCR_INJECTION_WORMHOLING                                                            31          2
      JSP_DYNAMIC_INCLUDE_WORMHOLING                                                      16          2
      JSP_SQL_INJECTION_WORMHOLING                                                        16          2
      LDAP_INJECTION_WORMHOLING                                                           15          2
      __NOSQL_QUERY_INJECTION_STATICS_WORMHOLING                                          31          2
      OGNL_INJECTION_WORMHOLING                                                           16          2
      __REGEX_INJECTION_STATICS_WORMHOLING                                                16          2
      __SCRIPT_CODE_INJECTION_STATICS_WORMHOLING                                          15          2
      SESSION_FIXATION_WORMHOLING                                                         32          2
      TRUST_BOUNDARY_VIOLATION_WORMHOLING                                                 15          2
      UNKNOWN_LANGUAGE_INJECTION_WORMHOLING                                               16          2
      UNRESTRICTED_DISPATCH_WORMHOLING                                                    15          2
      __UNSAFE_DESERIALIZATION_STATICS_WORMHOLING                                         32          2
      __UNSAFE_JNI_STATICS_WORMHOLING                                                     15          2
      UNSAFE_NAMED_QUERY_WORMHOLING                                                       16          2
      __XPATH_INJECTION_STATICS_WORMHOLING                                                16          2
      __XPATH_INJECTION_STATICS_JAVA_WORMHOLING                                           31          2
      __UNSAFE_REFLECTION_STATICS_WORMHOLING                                              15          2
      __TAINTED_ENVIRONMENT_WITH_EXECUTION_STATICS_WORMHOLING                             16          2
      __HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2_WORMHOLING                       16          2
      __UNSAFE_JNI_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                              15          2
      __XPATH_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2_WORMHOLING                        32          2
      __REGEX_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH_WORMHOLING                         15          2
      __INSECURE_RANDOM_BUDA_STATICS_WORMHOLING                                           16          2
